字段1,字段2,字段3,字段4,字段5,字段6,字段7,字段8,字段9,字段10,地区
留言对象：河北省省长王正谱,河北省特种作业操作证复审年限的建议,建言,就业,办理中,2023-08-30 17:43,领导您好：本人是河北省特种作业操作证持证及相关从业人员，在参加证件复审培训时得知根据有关规定，自初领证以来，十年内没有出过事故的可以六年一审，北京和天津也是按照此规定实施的，而河北在当前京津冀一体化形势下仍然需要每3年审核一次，每次审核需耗费3天时间参加培训及考试，对从业人员而言，既耗费精力又多出一部分从业成本，希望领导可以体谅，尽快出台政策，调整复审频率。谢谢,认领交办,2023-09-04 08:56,您的留言我们已收到！您反映的问题已转相关部门处理，感谢您的宝贵留言！,河北省
留言对象：河北省省长王正谱,石雄城际增加北东联络线,建言,交通,待回复,2023-08-28 18:48,看石雄城际规划图，石雄城际与石济高铁北东方向没有联络线，强烈建议修建北东方向联络线，这样衡水、沧州以及辛集的人员去往正定机场和保定将十分便利，现在人们出行坐飞机的越来越多，可是衡水、沧州、辛集去正定机场十分不方便，坐高铁还需要去石家庄站倒车，费时费力，也不利于做大石家庄机场，请省长百忙之中关心一下。谢谢！,,,,河北省
留言对象：河北省省长王正谱,希望慢性病再生障碍性贫血列入门特报销,建言,医疗,办理中,2023-08-26 19:52,您好，我是河北沧州黄骅一位普通的农民，今年30多岁，前两年确诊再生障碍性贫血，一年花费大概10多万，因为是慢性病，所以每个月都需要吃药，咨询过病友，咱河北别的地区再障这个病都是门特报销，但是我们沧州不是，只能报销门诊慢性病，一年报销1000多，这对于我们普通家庭来说。压力太大了，希望领导引起重视，把沧州地区的再障性贫血这个病列入门特报销，减轻一点负担，希望领导尽快给答复,认领交办,2023-08-29 15:11,您的留言我们已收到！您反映的问题已转相关部门处理，感谢您的宝贵留言！,河北省
留言对象：河北省省长王正谱,建议石雄城际在蠡县清苑交界新加一站,建言,交通,待回复,2023-08-25 09:49,石雄城际推进提速，优化站点布局，最大带动地方发展，建议于清苑蠡县交界处增设一站（清苑站或者蠡县北）,,,,河北省保定市蠡县
留言对象：河北省省长王正谱,本科学历电子注册备案表学信网上查不到怎么办,建言,教育,办理中,2023-08-24 22:09,我是涉县一名工作了27年的教师，今年参加中小学高级教师的评审，我是2005年成人函函授本科毕业于河北师范大学，我有毕业证，但在学信网上怎么也查不到学历电子注册备案表，多名电脑高手都查不到，只能查到学历信息，而涉县教体局说组织部调出的原始学历登记表也不会能用？我们该怎么办？我已经五十多岁，能评上中小学高级教师很不容易，希望领导能协调各级职改办部门，给我们老师一些宽容，能让我们顺利评上中小学高级教师。,认领交办,2023-08-28 09:20,您的留言我们已收到！您反映的问题已转相关部门处理，感谢您的宝贵留言！,河北省邯郸市涉县
留言对象：河北省省长王正谱,拖欠房款,建言,城建,已办理,2023-08-24 14:26,河北张家口市桥东王家坟山语华廷三期，2016年交的款38万，到现在也不盖房不给退钱，恳请领导重视下。,张家口市政府办公室,2023-09-04 09:57,"您好！您反映山语华庭小区三期未动工问题，已由桥东区人民政府进行核实办理。
  经核实，2023年以来，王家坟棚改项目已纳入市房地产解遗台账，现相关程序已基本走完，具体情况桥东区工作人员已与您沟通说明。
  感谢您对我们工作的理解和支持，祝您生活愉快！",河北省张家口市
留言对象：河北省省长王正谱,自家铺设路面被邻居持械恶意捣毁,建言,城建,办理中,2023-08-23 12:26,邯郸市邯山区南堡乡北泊村全村水源置换铺管修路，只有我家小道和门前空地不施工，本该村里铺路施工，安排让我家自己铺，导致爱找事邻居持械恶意捣毁，被捣毁路面崎岖不平行走艰难，空地广场土地乱堆乱放污染环境常常引发各种矛盾。,认领交办,2023-08-25 15:35,您的留言我们已收到！您反映的问题已转相关部门处理，感谢您的宝贵留言！,河北省邯郸市邯郸
留言对象：河北省省长王正谱,漏雨问题,建言,城建,办理中,2023-08-22 17:29,我是怀来县福欣园一区三号楼顶楼业主，严重漏雨三年，前两年动用公维糊弄给修，今年说公维去年花完了，顶楼没修好也不管了，希望领导帮忙解决,认领交办,2023-08-25 15:27,您的留言我们已收到！您反映的问题已转相关部门处理，感谢您的宝贵留言！,河北省张家口市怀来县
留言对象：河北省省长王正谱,完善农村义务教育阶段学校基础设施,建言,教育,办理中,2023-08-16 11:44,"尊敬的省长，您好！教育是一个地方的百年大计，关系到一个地方的未来发展。义务教育阶段不单单是扫盲，也是培养孩子兴趣爱好和确定未来的发展方向的关键阶段。但很多农村地区没有标准化操场和训练器材，更缺乏专业的体育老师，音乐老师，美术老师。有的孩子甚至初中毕业都没有接触过完善的体育课程和其他艺术课程。没有系统的接触过羽毛球，乒乓球，篮球等课程，没有接触过专业的音乐器材，更不用提体操课游泳课等。
希望有关部门能够关注到农村教育培养的缺陷和基础设施的落后。能够逐步完善农村阶段的课程安排，尤其是体育课和艺术课，培养学生的兴趣爱好，完善相应的器材设施，配备更加优秀的老师，让孩子接触到除文化课以外的更好的艺术课程，让孩子有更好的兴趣爱好，能够有更广阔的空间。",认领交办,2023-08-18 16:49,您的留言我们已收到！您反映的问题已转相关部门处理，感谢您的宝贵留言！,河北省
留言对象：河北省省长王正谱,高铁站到中心客运站站能不能安排一辆摆渡车,建言,交通,已办理,2023-08-15 20:00,我带着父母从外地坐高铁回到邯郸，到对面客运中心站坐车回广平，虽说不是很远，但是父母年纪大了，天也很热，老人走过去很是不容易，建议安排个摆渡车方便不方便的人,邯郸市人民政府,2023-08-28 17:44,网民您好！针对您的留言，立即责成市交通局进行调查核实。经核实；根据城市总体规划，市高铁站和客运中心站分别位于秦皇大街东西两侧，从高铁站出站口到客运中心站可直接由高铁站广场下地下过街通道，横穿秦皇大街后南行，随后到达客运中心站候车大厅，直线距离300米左右。地下通道干净、平坦、安全，还不受阳光照射比较凉爽舒适，进入客运中心站后，站内有应对老年、残疾等特殊乘客的特色志愿服务及各项便利措施、设施，旅客可以便捷通行乘车。经过核查，目前暂不具备开通摆渡车的条件：一是从高铁站出站口到客运中心站直线距离300米左右，距离短，步行可以满足绝大多数旅客需求。二是如果设置摆渡车，需要长时间等客，还不如步行节约时间，且车辆行进的话需要多次拐弯、并道、调头，安全隐患较多。三是因近几年乘坐客运班线的旅客日益减少，无论是车站还是班线运营公司均出现严重亏损，运营困难、举步维艰，均无力承担摆渡车运行的车辆人员费用问题。四是从高铁站前往客运中心站乘车的旅客较少，等候乘坐摆渡车的人更少，单独设立摆渡车十分的不经济，易造成公共资源的浪费。对此，建议乘客由高铁站走地下通道到客运中心站乘车。感谢您对我们工作的理解和支持，祝生活愉快！,河北省邯郸市邯郸
留言对象：河北省省长王正谱,邯郸南湖文苑通中华大街路灯问题,建言,城建,已办理,2023-08-11 20:33,领导您好，冀南新区南湖文苑东门通往中华大街道路是小区以及附近村庄居民的毕竟之路，以前是有路灯的，后来北侧修建滏阳河生态修复公园，对便道进行整修绿化后拆除路灯，就没有路灯问题也在留言版留言过，后来有关部门在滏阳河生态修复广场上设置了3个广场灯，照亮广场的同时也照亮了道路起到了路灯的作用，问题是这个广场灯时开时不开，今天8月11号从此处经过，天已经黑了，中华大街路灯已亮，但是广场灯确不亮，希望相关部门根据天气日落时间（天越来越短，黑的越来越早）及时开灯，方便居民安全出行。谢谢！,邯郸市人民政府,2023-08-23 11:02,网民您好，您所反映的问题，立即责成冀南新区进行调查核实。经核实：冀南新区已责成相关建设单位将该路段的路灯亮灯时间调整为与中华大街路段的路灯亮灯时间同步，以便更好地服务周边群众晚间出行。感谢您对我们工作的关心与支持，祝身体健康。,河北省保定市新区
